CLUE,ANS,POS
Hate ,loathe,3
Escape from; baffle ,elude,7
"Trounce, beat ",thrash,5
Hindu or Sikh teacher ,guru,1
Be of use to - wait on,serve,2
Rough drawing ,sketch,1
Violently destructive ,cataclysmic,20
Grassy plains of South America ,pampas,1
Superficial ,cosmetic,8
Stone-like marble with layers of colours ,onyx,4
Inland body of water ,lake,1
Trepidation ,alarm,10
Continuous dull pain ,ache,1
Heights occupied by Israel ,golan,1
Living thing,organism,6
Style of hat ,panama,3
Zimbabwean capital ,harare,1
Nearer in space or time ,closer,1
Solicit votes ,canvass,20
National song ,anthem,1
"Activate, wake up ",rouse,3
Gifts ,presents,1
Indicate ,signal,1
Line of people ,queue,1
Column ,pillar,1
Followed orders ,obeyed,2
Strip ,undress,6
Dawn ,sunrise,2
Fish ,herring,9
Climbing plant ,ivy,1
"Flinched, cringed ",winced,2
Coming out ,emerging,3
