CLUE,ANS,POS,FOUND IN
Comparable (to) ,analogous,5,Analogous (to)
It's imagined ,idea,13,Idealized undernourishment
Performs surgery ,operates,1,Operates on a patient
Reproductive unit ,egg,5,Egg cell
Tanned animal skin ,leather,2,Brown leather handbag
Superior skill,artistry,14,Unrivaled artistry
"Showy, worthless trinket ",gewgaw,15,Plastic gewgaw
"Evelyn --, author ",waugh,1,Waugh (Evelyn Waugh was a British author)
Hearing attentively ,listening,1,Listening intently
Met with frequently ,common,18,Commonly encountered
