CLUE,ANS,POS
Soldier on guard ,sentry,2
Provide goods or services for ,cater,3
Christian sacrament requiring pouring of water ,baptism,2
Privilege ,right,6
River at Maidstone ,medway,2
Dabbler in the arts,dilettante,8
Decayed areas in teeth ,caries,12
Hating foreigners,xenophobic,2
Place to which one is travelling ,destination,2
Friction or division in church organisation ,schism,5
Small city in Cambridgeshire ,ely,4
Largest Roman hippodrome ,circus maximus,42
"Circular band of flowers and leaves, often seen on graves ",wreath,2
Member of travelling people,nomad,4
Scottish family grouping ,clan,2
Common fund; game ,pool,2
