CLUE,ANS,POS,FOUND IN
"Old, courtly dance ",saraband,4,Sarabande
Quite obvious and clear ,evident,4,Evidently apparent
Blacksmith's block ,anvil,1,Anvil-free
Waterbird; fool ,goose,11,Witty goose
False god ,idol,8,Discredited idol
Afternoon nap ,siesta,2,Daytime siesta
"Cotton, slave, estate ",plantation,1,Plantation-bound laborer
Unjust ,unfair,8,Unfair advantage
Fast American dance,jive,6,Jive (an upbeat partner dance with rapid steps)
Be clothed in ,wear,15,Wearing clothes
Deed ,act,1,Act of giving
Son of a sovereign ,prince,3,Prince or princess (child of a king or queen)
Co-operative friend,ally,1,Supportive ally
Happening without warning ,sudden,1,Suddenly
Not quite shut ,ajar,6,Slightly ajar
"'Cold hands, . . . . . . . . .' ",warm heart,1,"Cold Hands, Warm Heart"
Dickens book ` `Nicholas ........' ' ,nickleby,1,Nicholas Nickleby
One easily fooled; base-of-stem shoot ,sucker,19,Sucker-growth plant
Relating to mankind ,human,1,Humanitarian
Yearning for past - homesickness,nostalgia,11,Habitat nostalgia
Encoded communication ,signal,10,Covert signaling
The study of religion ,theology,2,Comparative theology
