CLUE,ANS,POS,FOUND IN
Abstemious ,sober,5,Sober by choice
Land covered with trees ,forest,1,Forested
Desiring or being short of ,wanting,8,Wanting more
- May Alcott; author ,louisa,10,Literary sibling to Louisa May Alcott
Wesleyan ,methodist,1,Methodist originator
Lock (of hair) ,tress,17,Wavy tresses (can become tangled)
Not achieving one's aim ,unsuccessful,4,Unsuccessful in reaching goal
Porous fibres for soaking up ,sponge,2,Sponge-like
"_____-Korsakov, Russian composer (1844-1908)",rimsky,1,Rimsky-Korsakoffian
"Author of Our Mutual Friend, d. 1870",dickens,1,Charles Dickens
Tanned skin ,leather,12,Leather-like texture (metaphorically related)
Story ,tale,17,Desolate bellies in a tale of want
Suffocation ,asphyxia,2,Asphyxiated
Materialise ,appear,2,Appear suddenly
Localised death of cells ,gangrene,10,"Gangrene (in a localized area, if it starts small)"
"High-pitched, piercing ",shrill,1,Shrilly
Fast-moving stream ,torrent,9,Rushing torrent
Underground chapel ,crypt,15,Crypt-like meeting place
Net for fishing at sea ,trawl,8,Aquatic trawler
Prolonged public dispute,controversy,2,Ongoing controversy
Gain by work ,earn,1,Earnings
Tiny particles ,atoms,11,Atoms (in a broader sense)
Pig meat ,pork,9,Belly pork
Bell tower ,belfry,5,Church belfry
American snake (informal) ,rattler,5,Diamondback rattler
Hold affectionately ,embrace,3,Affectionate embrace
"Alleviates, relieves ",eases,1,Eases discomfort
Universe ,cosmos,14,Worldly cosmos
Continent ,asia,10,Euro-Asian
Picture ,photo,6,Expressive photograph
Wash ,bathe,11,Bathed
(Semi)enclosed area,precinct,15,Enclosed precinct
Event causing great damage ,catastrophe,16,Environmental catastrophe
Unpleasant coldness ,chill,1,Chilliness
