CLUE,ANS,POS
Prickly plant with purple flowers ,thistle,3
Ignored ,neglected,2
An alloy of mercury with another metal ,amalgam,1
Very beautiful or sensitive,exquisite,1
Bay State ,massachusetts,1
Twenty-first letter of the Greek alphabet ,phi,14
Cleaning implement ,mop,2
Holy ,sacred,1
One of Santa's reindeers,prancer,3
System of beliefs,creed,1
Leg joint,knee,1
Cheerfully optimistic ,sanguine,13
Words said to a sneezer ,bless you,1
Insurgent ,rebel,1
Graduates of a college ,alumni,1
"Pledges, vows ",promises,3
South American cud-chewing animals ,llamas,1
US Department of Defense ,pentagon,3
In a happy mood ,cheerful,1
"Arrogant pride, from the Greek ",hubris,1
Taboo ,banned,4
Magical or medicinal potion ,elixir,1
Scrounge ,beg,1
Unhurried and relaxed,laid-back,3
Wallpaper remover ,scraper,7
Totalitarian Russian leader,stalin,1
Resolve; come down ,settle,1
