CLUE,ANS,POS
"'Despite, still (4,2)' ",even so,4
Something left out ,omission,1
"Handle, oversee ",manage,2
Stylish ,chic,3
"Harmful, unfavourable ",adverse,7
Appealingly fanciful ,whimsical,2
Capable of stretching ,tensile,5
The process of adding carbon dioxide to liquid under pressure ,aeration,4
Passage between seats ,aisle,2
Mother-of-pearl ,nacre,1
Sound of a plane flying faster than the speed of sound ,sonic boom,1
Bring in from abroad ,import,1
Country house ,villa,3
Egotistical ,selfish,3
Short period of relief ,respite,1
Fish eggs ,roe,1
Rendezvous ,tryst,10
Standards on which to base judgment ,criteria,4
