CLUE,ANS,POS,FOUND IN
Slayer of the Minotaur ,theseus,18,"Theseus (actually did face the Minotaur in his labors, so he is directly related to this clue)"
Temporary residence ,stay,8,Stay-over
Atomic number 85 ,astatine,2,Astatine (At)
Put foot on a pest ,step,1,It implies an action that involves stepping or squashing something considered undesirable (a 'pest')
"Charm, captivate ",beguile,19,Beguile (verb) - To charm or enchant often in a deceptive way.
Very tactful person ,diplomat,1,Diplomatic
Aiding ,helping,3,Helping hand
Pyramids location ,giza,1,"Giza Plateau, Egypt"
Sweet almond biscuit ,macaroon,3,Almond macaroon
Causing laughter ,comic,2,Comical
