CLUE,ANS,POS
(US) lorry driver ,trucker,16
Pugilism ,boxing,1
City devastated in World War II ,coventry,6
Convert into bone ,ossify,1
One works among trees ,forester,1
Allow ,permit,1
Male deer ,stag,2
Average (but poor),mediocre,1
Catch fire ,ignite,1
Unknown or peculiar ,strange,9
Expert in word origins ,etymologist,1
Detective ,sleuth,2
Impediment,obstacle,1
"Not hollow, the same throughout ",solid,1
Unwilling to change views ,intransigent,8
Elucidated,clarified,2
Wealthy businessman ,magnate,3
Declare ,affirm,14
"Disappointment, being thwarted",frustration,1
Soft toffee,fudge,4
Jewish salutation ,shalom,1
Alloy ,brass,1
