CLUE,ANS,POS,FOUND IN
"- - Fitzgerald, singer ",ella,1,Ella Fitzgerald
Torment lightly ,tease,1,Tease gently
Region of South America ,patagonia,19,"Patagonia (Argentina, Chile)"
Words - said by judge,sentence,14,Sentenced
Data manipulation program ,spreadsheet,1,Spreadsheet software
Bishops' dioceses ,sees,4,Episcopal sees
Go up suddenly ,rocket,6,Skyrocket
Become limp,droop,7,Droopy
"In yoga, a centre of spiritual power in the body ",chakra,1,Heart chakra
Chocolate substitute ,carob,2,Carob chip cookie
Occasion ,event,1,Special event
