CLUE,ANS,POS
Fortified wine ,sherry,3
Furthest or highest degree ,extreme,10
US state ,oregon,17
Open space (in forest) ,clearing,1
Forthright ,blunt,2
People one doesn't know ,strangers,1
Demonstrate ,exhibit,1
One scribbling,doodler,2
Widely known and esteemed ,renowned,1
Greasy ,oily,1
Low-lying wetlands ,fens,6
Come into view,appear,1
Such as puts one off one's stride ,disconcerting,10
Dominion ,empire,8
Regulate ,adjust,18
Extremely unattractive ,ugly,3
"Move first one way, then the other",zigzag,2
Bitter substance from cinchona bark ,quinine,1
Jewellery item with pin ,brooch,1
Country in the Balkans ,albania,1
Garden frame for climbers ,pergola,3
Urge on ,impel,9
Murderous ,homicidal,1
Draw towards one ,attract,1
Lavish meal ,banquet,1
Crescent shaped lunar appearance ,new moon,4
Test consisting of short questions ,quiz,1
Passage taken from book etc ,extract,4
Conjunction ,and,1
Lerner and Loewe musical ,gigi,3
Autocratic ruler ,dictator,1
Dancing like Australia's Matilda ,waltzing,15
Person eating ,diner,1
Put a number to ,quantify,1
