CLUE,ANS,POS
Boat's trail in water ,wake,2
"Torn, split ",ripped,2
"Assignations, romantic meetings ",trysts,2
"Peril, risk ",danger,3
Not sloping; apartment ,flat,5
Graven image or greatly admired person ,idol,2
Window hangings ,curtains,2
Sovereign ,ruler,3
Light graceful swinging rhythm ,lilt,18
A slang cat ,moggie,12
Special event ,occasion,6
Blizzard ,snowstorm,9
Thespians ,actors,3
Quakes ,tremors,2
Flower; part of the eye ,iris,12
Of an empire ,imperial,2
Group of vehicles ,fleet,2
"Attentive, watchful ",alert,3
Brave ,intrepid,17
Animal's natural home ,habitat,2
