CLUE,ANS,POS
Pungent red salad root ,radish,1
Single piece of sand etc,grain,1
Harmless untruths ,white lies,14
French cathedral city ,chartres,2
Contort ,twist,1
Serviette ,napkin,1
Well-known or famous person ,celebrity,1
Yellow fruit ,banana,1
Root vegetable ,parsnip,6
Large sailing ship ,galleon,5
Hangman's loop ,noose,1
Of the moon ,lunar,1
Rotary energy converter,turbine,1
Continuous,unbroken,9
Wanderer ,nomad,1
Relating to the kidneys ,renal,2
Enfold ,wrap,8
Smooth little stone ,pebble,1
Older or higher in standing ,senior,1
Very bright red ,scarlet,2
Quickly and without warning ,suddenly,1
"Infuriated, outraged ",incensed,3
Sound of a plucked string ,twang,1
"Mount, ascend ",climb,6
Inn ,tavern,2
Wanting too much ,greedy,1
"Long, narrow ranges of hilltops ",ridges,1
Country in Indochina ,vietnam,5
Diminish ,lessen,4
Fixed to the spot like a plant ,rooted,7
Scottish dance ,reel,2
"Range, extent ",scope,1
Chaos ,mayhem,6
"Mockery, ridicule ",derision,1
Weapon store ,arsenal,1
District ,area,10
Innate ,natural,3
Naval officer ,admiral,1
Mechanical device,spring,17
