CLUE,ANS,POS
"Blend, combine ",meld,4
Insipid ,vapid,6
Opportunity or luck ,chance,2
Absorbent cloth ,towel,1
"Spanish dish of rice, meat and seafood",paella,1
Good at speaking (a foreign language?),fluent,3
Noticed ,spotted,10
Time without end ,infinity,3
Italian city with leaning tower ,pisa,1
Take a case to a higher court for review ,appeal,1
Angle in astronomy ,azimuth,4
"Start, beginning ",onset,7
Stab with a needle ,prick,10
Despotism ,tyranny,2
Tubes for fluids ,pipes,1
Pose; point of view ,attitude,12
Obligation,duty,1
