CLUE,ANS,POS,FOUND IN
One of five at the same birth,quin,2,Quintuplets
Feudal subject ,serf,2,Serf - An agricultural laborer bound under the feudal system to work on his lord's estate.
Unhappy ,sad,16,Blue (slang for sad)
Capacity for rational thought ,reason,4,Reasoning
Footpath ,lane,4,Lanes - Narrow roads for foot traffic in an urban environment.
Trade (anag.) ,rated,17,Globalization - The process by which businesses and economies become more integrated through increased trade and interconnectedness across borders.
Cease ,stop,12,Stoppage
Buried treasure ,trove,18,Treasure trove
Dove's call ,coo,1,Cooing
"Friendly, generous, considerate ",kind,8,Kindhearted
"Peacock or red admiral, for example",butterfly,8,Butterfly - Red Admiral (Vanessa atalanta)
Poison ,toxin,6,T-2 Toxin (Ryegrass)
