CLUE,ANS,POS,FOUND IN
Insinuate ,imply,2,Imply without stating outright
Slope ,slant,8,Slant (when referring to the slope's direction)
Add by conquest or occupation,annex,6,Annexed lands' harvest
Pet rodent ,gerbil,2,Gerbil enthusiast
Take goods from (ship) ,unload,19,Sea-bound logistics (in the context of loading and unloading at ports)
Effervescence,fizz,3,Fizzy drink
Usher in ,introduce,1,Introduce with flair
Deep regret ,remorse,5,Remorsefully
Once a woman in the Royal Navy ,wren,3,Wren (historical entry-level rank for women prior to being allowed into combat roles)
Immoderate eater ,glutton,2,Gluttonous
French port ,le havre,16,Le Havre's Grand Port Sud
Gain knowledge ,learn,2,Learn lessons
Frightened ,scared,5,Scaredy-cat
"Refuse, litter ",rubbish,9,Abandoned rubbish
Spiritualist meeting presided over by medium ,seance,5,Seance event
US horse race,kentucky derby,5,Churchill Downs (host of Kentucky Derby)
"Dazed or unconscious condition, sometimes caused by alcohol ",stupor,5,Drunkard's stupor
