CLUE,ANS,POS
"George _______, nom de plume of Eric Blair",orwell,1
Interconnected system of things or people ,network,1
Italian city (with two gentlemen),verona,9
Woolly animals ,sheep,1
Official record of names etc. ,register,4
Cage(s) to keep birds ,aviary,1
Academic robe ,gown,1
Hence ,thus,4
Cooking stove,range,1
Alfred Hitchcock was the master of it ,suspense,1
Small crude shelter ,hut,2
Bantu language ,swahili,1
City in Sweden ,uppsala,4
Device to reduce vibrations ,shock absorber,5
Private in the British Royal Engineers ,sapper,2
