CLUE,ANS,POS
A thieving bird ,magpie,43
Showy flower ,orchid,3
"Deadlock, stalemate",impasse,2
Leading performer,star,42
Spoil ,mar,48
Teesside town ,middlesbrough,3
Colour for aristocracy or emperors ,purple,2
"A powerful explosive, initially ",tnt,43
Flock,herd,47
Night-flying insect ,moth,43
Fine earthenware ,porcelain,43
Imaginary place of great wealth and opportunity ,el dorado,2
Place for steam treatment ,turkish bath,26
Cosmos ,universe,42
"Tall building of offices, flats ",tower block,44
Carnivorous large cat,tiger,43
