CLUE,ANS,POS,FOUND IN
A tool for household use ,utensil,1,Kitchen utensil
Primate with a long tail ,monkey,9,Macaca nemestrina (a capuchin monkey with a relatively long tail in comparison to its body size)
Urge on ,impel,14,Impel activity
Remove skin as from apple ,peel,2,De-peeled
Soft,gentle,1,Gentle touch
Lavish meal ,banquet,2,Luxurious banquet
Happening every evening ,nightly,1,Nightly event
Crescent shaped lunar appearance ,new moon,4,New Moon's companion
Louisiana cuisine ,creole,1,Creole cooking
Chemical indicator ,litmus,11,Litmus-like substance
"Assam, for instance ",tea,2,Tea-growing region
Existing in fact ,actual,3,Factual
Dancing like Australia's Matilda ,waltzing,18,"Slide and sway to the ""Waltzing Matilda"""
