CLUE,ANS,POS,FOUND IN
This doctor deals in political publicity ,spin,1,Spin Doctor
1939 Greta Garbo film ,ninotchka,1,The movie revolves around an idealistic Soviet tour guide named Ninotchka who finds herself working for a male CIA agent on behinascent mission to America
Rider's seat ,saddle,5,Saddle arrangement
Cloak; headland ,cape,8,Cape (alternative spelling)
Shout ,yell,12,Yelling
Saint of remote Scottish island ,kilda,4,Cleric of St Kilda
Brief; abrupt ,terse,11,"These blanks are arranged both horizontally and vertically across the grid, intersecting with each other at various points where they share common letters"
Habituate ,inure,7,Inured
Traverse ,cross,1,Cross-traveled
Social insect ,ant,1,"Bee: A social insect known for its complex hive structure, communication through dance, and pollination of plants."
Simple way to secure two rope ends,reef knot,12,Creating a loop and using a safety knot: A reef knot can join two rope ends together more permanently when tied correctly.
"Franz . . . . ., 19th century Hungarian composer and pianist ",liszt,2,"Liszt - Sándor Kőszeghy's surname, more widely recognized as the last name of the famous composer and pianist"
"Bag, pouch; cyst ",sac,1,Sack
Cleric ranking just below a priest in Christian churches,deacon,1,Deacons are typically ordained individuals who play vital roles in supporting the life of the congregation.
Fieldmouse,vole,4,Bush vole
Stung! ,nettled,6,"Nettled (figuratively, but also literally)"
Seeming ,apparent,6,Apparent aspect
"- Garbo, Swed. actress ",greta,8,Nordic acting sensation (when referring to Greta Garbo's international fame)
Sore ,painful,6,Painful locus
