CLUE,ANS,POS,FOUND IN
Garish ,loud,1,Loudly colored
Not often come across ,scarce,4,Scarce sightings
Smoothing with heat ,ironing,1,Ironing out
Ruler ,king,18,"Kingpin (figuratively, a leading figure in an organization or criminal activity)"
Things to be done ,agenda,13,Agenda items
Diminutive inhabitant of Hundred Acre Wood ,roo,3,"Roo (though he's more energetic than diminutive, but included for lack of other small characters from Hundred Acre Wood)"
Fanciful thoughts ,whimsy,12,Whimsy-driven thoughts
Hoist; wading bird ,crane,6,Crane (a type of wading bird; shares its name with the lifting device but is unrelated in context)
Small hard growth on skin,wart,15,"Verruca (wart, could be small and hard)"
Later on ,after,2,Afterwards
Stone worker ,mason,1,Stonemason
