CLUE,ANS,POS,FOUND IN
Watch - intellect ,mind,17,Mindful
Brave guy ,hero,8,Heroic
"Orson, film director ",welles,12,"Theatrical Innovator: Orson Welles's work transcended traditional filmmaking boundaries by seamlessly blending elements from theatre, radio, and visual arts into his cinematic productions"
Scale for shoe fasteners ,laces,2,Lace-up shoes: This category involves traditional laces that can be tightened or loosened using a knotting mechanism typically found at each end of the shoe's tongue and heel counters.
Immature form of insect ,larva,1,Larvae
Sweetheart ,darling,10,Darling dear
Early satellite ,sputnik,10,"Vanguard spacecraft (specific reference to the first artificial Earth satellite, Sputnik 1)"
All assets and liabilities ,estate,7,Property holdings: Encompasses all real estate and land assets under one's name.
Appealing to emotion rather than actuality ,sentimental,3,Sentimental appeal
Long seat with back and arms ,settee,6,Sofa settee
Walk as if about to fall,stagger,1,Staggering
Baby swan ,cygnet,1,"Cygnet: A baby swan or duckling, especially in the early stages of its life."
Regular,usual,7,Usual routine
Set of clothes,outfit,6,Outfit collection
Surprise greatly or daze ,stun,4,Stunned
English cheese or cat ,cheshire,1,Cheshire-like coat
Seraph ,angel,1,Angelic being
'. . . . . . speaks louder then words' ,action,3,Action speaks louder than words
