CLUE,ANS,POS
Cease ,stop,1
Totally ,utterly,7
Nun's title ,sister,1
Young swan ,cygnet,1
Sat or lay with limbs stretched out ,sprawled,6
Hitchcock's speciality ,suspense,1
Stood against a force,resisted,1
One eighth of a gallon ,pint,1
Retain ,keep,1
In lazy fashion ,idly,7
"Arranging for continuation of, say, membership ",renewing,1
Abundant in fruit etc ,prolific,4
Impromptu ,unscripted,12
Lorelei ,siren,3
"Speak indistinctly, as a drunk might ",slur,1
"Unpredictable, temperamental",erratic,8
Wholly engrossed ,absorbed,1
Of little weight ,light,1
Small water swirls ,eddies,4
Building with many storeys,high-rise,2
Commercial vehicle ,van,2
Wooden or wire barrier ,fence,1
Bacterium causing sore throats etc ,streptococcus,2
