CLUE,ANS,POS
Only animal allowed in? ,guide dog,8
"Reassurance, cheer ",encouragement,2
Take on ,adopt,2
Make uneasy or cause to be worried ,perturb,11
Occurring after an armed conflict ,post-war,17
Family,kin,1
Actual ,real,1
Place of worship ,chapel,10
Principal actor in a film ,star,1
Lubricating pump ,grease gun,1
Tedious task ,chore,1
Infuriating ,exasperating,3
Element in diamonds ,carbon,1
Cultivated grass,lawn,1
"Daniel, writer, d. 1731",defoe,2
Peak,apex,2
Manner of walking ,gait,2
Distinct and discrete ,separate,1
"Of soldier, illegally absent - initially ",awol,1
"Curt, terse ",laconic,3
Specifications by which something may be assessed ,standards,2
Rod used for punishment ,cane,1
Unit of data ,byte,1
Small whirlpools ,eddies,4
Comfort ,ease,6
Ten year period ,decade,1
Arrive at ,reach,1
