CLUE,ANS,POS
Reject disdainfully ,spurn,4
Place of worship,temple,5
Class of animal including spiders and scorpions ,arachnid,1
Almost perpendicular or very thin ,sheer,4
Sailor from the Arabian Nights ,sinbad,1
Not able to be overcome ,impregnable,8
"Ancient Asian city, now in Jordan ",petra,1
Took a loan of ,borrowed,1
Natural gift ,talent,5
Treatment centre ,clinic,1
Wool from long-haired goats ,angora,4
Dramatic works set to music ,operas,1
"Jeffrey, bowman? ",archer,1
Countrified,rural,1
Animal entrails ,offal,1
Musical dramas ,operas,1
Utilises ,uses,4
Modern Constantinople ,istanbul,1
