CLUE,ANS,POS,FOUND IN
Confess and permit entrance ,admit,1,Admit guilt
Sudden attack ,assault,1,Unexpected assault
"Feature, quality ",characteristic,9,Notable characteristic
In clover with cloth fastener ,velcro,2,Velcro-like texture (metaphorically referring to the way some flowers resemble velcro strips)
Annoy - syringe ,needle,3,Needle prick annoyance
"Saccharin, for example",sweetener,1,Artificial sweetener
Order to be off the streets by a certain hour ,curfew,2,Curfew enforcement
Ornamental candle holder ,sconce,8,Sconce with candle receptacle
Yearn ,ache,8,Ache for something that is not present.
From one side to another,across,11,Across vast expanses
"Prefix meaning life, of living things ",bio,1,Bio-
Paradise ,eden,2,Edenic
Self-evident truth ,axiom,16,Logical axiom
"Turn to (for information, authorisation etc)",refer,1,Refer to page 3
Hollow (in a wall) ,recess,19,Thin-walled recess
One hooked on something ,addict,1,Addicted
Fin on the back of a fish ,dorsal,6,Covered by dorsal fin
"Fatuous, vacuous ",inane,10,Inane conversation
Great fear,terror,8,In sheer terror
