CLUE,ANS,POS
Farthest - to the highest degree,extreme,1
Cylindrical container ,canister,5
Vagrant ,hobo,4
Buying goods ,shopping,1
Rage ,fury,1
Theft ,larceny,5
Soundless ,silent,1
County of southern England ,dorset,8
Family member by marriage ,brother-in-law,1
Bold and daring ,audacious,1
Walk laboriously ,trudge,1
Group of items of the same kind ,set,5
Andalusian gypsy music ,flamenco,2
Licentious - dissolute ,immoral,2
Masticated ,chewed,1
"Break free, get away ",escape,1
"Attentive, watchful ",alert,5
Turning machine ,lathe,6
