CLUE,ANS,POS,FOUND IN
Of abode of the blessed dead in Greek mythology ,elysian,13,Elysian Fields (the aspect of Elysium known for its beauty and peacefulness)
Sea inlet ,gulf,10,Arm (of a gulf or bay)
Italian sparkling wine ,asti,2,Asti Spumante
Public occasion ,event,4,Commemoration (public observance of an event or person)
"-- - -- Ma, American cellist of Chinese/French origins",yo-yo,1,Yo-Yo Makers (referring to a brand)
Easy gallop ,canter,1,Cantering
"Curious, odd ",peculiar,2,"Brainstorm synonyms for curious (like inquisitive) as well as odd-related terms (eccentric, peculiar)."
Noah's vessel ,ark,1,"Ark: The most direct answer, as it refers to the biblical story where Noah builds an ark to save animals from a great flood."
It may be grizzly or polar ,bear,2,"Grizzly - A species of bear known for its distinctive coat with light and dark hair mixed together resembling grizzled patterns; also a term used colloquially in the US, primarily on the West Coast, to denote 'bear' or something threatening."
Figure maker ,sculptor,2,Sculptor (a person who creates sculptures)
Put into service ,used,3,"Instantaneous - Describes something occurring immediately, often used metaphorically here for 'readiness'."
Colouring stick ,crayon,1,"However, assuming that we are referring to something similar in nature to a crayon or a pencil used for coloring, the following list could fit:"
Pulverise ,mash,4,Smash
"Dry, parched ",arid,1,Aridity
Restored to intelligibility ,unscrambled,20,"Unscrambled (rearranged into the correct order, often used for anagrams in crosswords)"
