CLUE,ANS,POS,FOUND IN
"Archetype, master copy ",original,11,Original pattern
Place of RC pilgrimage in Portugal ,fatima,3,Fatima Shrine
Footprint ,step,8,Stepping mark
Accustomed to home life ,domesticated,3,Domesticated (as in accustomed to life at home)
Large tall chimneys ,stacks,1,Industrial stacks
Ooze slowly out ,seep,2,Seepage
Scolded (archaic); assessed ,rated,5,Berated
Dispenser of vapour for the nose or lungs ,inhaler,6,Inhaler (medical device)
Roman silver coin -- is unread (anag),denarius,1,The Latin term for a Roman silver coin was 'denarius'
"Jack and Jill, for example",nursery rhyme,1,Nursery rhyme characters
Divided Cypriot city ,nicosia,4,"Divided Cypriot city - Given the context, I would research historic cities that were once divided on Cyprus like Nicosia, which has a rich history involving division"
Largest Canary island ,tenerife,3,"Tenerife (correct answer, as it is the largest)"
