CLUE,ANS,POS
Weighty book ,tome,5
Landslide,avalanche,1
Rascal ,scamp,17
Imbibes knowledge ,learns,6
"Uncover, expose to view ",expose,3
Large flightless bird ,ostrich,1
Fond of games ,playful,5
Picked,chose,1
Entertained ,amused,1
Occurrences ,events,2
International treaty ,pact,6
Missive ,letter,1
Shop assistant ,salesperson,2
Lazy ,idle,1
Study of language and its structure ,linguistics,1
Throw about ,scatter,12
Deliver from harm ,rescue,7
Medieval weapon or kind of spice ,mace,10
Surviving fragment,remnant,1
Countryman ,yokel,7
Present in great quantity ,abundant,1
