CLUE,ANS,POS
Intoxicating liquour ,alcohol,1
Loss of memory ,amnesia,1
Conscious (of),aware,1
General survey of a plan ,review,11
Relating to cookery ,culinary,1
Button used on quiz shows?,buzzer,1
Madman ,lunatic,5
Receive ,accept,16
Author ,writer,1
Item received through a will ,inheritance,1
Wheel rod ,axle,1
Musical instrument ,clarinet,7
Send a vessel into water ,launch,1
Bird of prey ,hawk,3
Clean and orderly ,neat,1
Pronoun ,she,2
Hopelessness ,despair,3
"Warranty, pledge ",guarantee,1
Brass band instrument ,euphonium,5
Outline drawing ,sketch,4
Gulliver's first name ,lemuel,1
Winner ,champion,1
Transparent part of envelope,window,1
Art of crafting objects from paper,origami,1
Greatly surprised,amazed,3
Man's servant ,valet,10
Underground room ,cellar,3
Incisive ,penetrating,12
Woollies ,knitwear,1
Garden of fruit trees,orchard,1
