CLUE,ANS,POS,FOUND IN
Dearth ,paucity,10,Paucity (lack of abundance or scarcity)
Mass of bubbles ,froth,3,"Froth - The mass of many small bubbles floating on the surface or suspended in liquid, such as coffee froth."
At a later time ,afterward,6,Afterwards
Indonesian dish ,satay,2,"Satay - Skewered and grilled meat marinated in spices, typically served with peanut sauce."
Lower extension of collar on jacket or coat ,lapel,1,Lapels
Pencil/cigarette remnant ,stub,6,Stub (leftover portion of a lit cigarette)
Imperial capacity measure,pint,2,Pint - An imperial unit of capacity measuring two-thirds gallons or about 0.669 liters.
Military training ,drill,2,"Drill - practice exercises performed by soldiers or military personnel, focusing on movements and procedures."
Honey producer ,bee,1,Beekeeper
Pioneer scientist ,galileo,1,Galileo Galilei
The peninsula containing Spain and Portugal ,iberia,1,Iberian Peninsula
Doctor's temporary replacement ,locum,2,Locum Tenens
Prepare (material) for publishing ,edit,1,Editing
"Pal, buddy ",chum,14,Chum (colloquial term for a close male friend)
Preserve made with citrus fruits ,marmalade,1,"Marmalade - A preserve made from cooked, sweetened fruit and citrus peel."
Regard as likely to happen ,expect,6,Expected
