CLUE,ANS,POS,FOUND IN
"Abode, home ",residence,1,Residence: A place where one lives permanently or a long time; a house or flat.
Sense organ ,ear,1,Auditory: Responsible for hearing
Healing ointment ,balm,2,Therapeutic balm
Dissolute -- gratuitously cruel ,wanton,2,Wanton violence
The home of sherry ,jerez,1,Jerez de la Frontera
4840 square yards ,acre,9,Vast parkland acreage
Imbibes,drinks,1,Drinks alcoholic beverages
Set of clothes ,outfit,8,Outfit selection
Course to be taken by an aircraft ,vector,18,Continuous vector flow
Testament or determination ,will,8,Willpower
Cinema attendant ,usher,3,Theater usher
Deuce ,two,1,Double two
Mount ,climb,12,Climbing upward
Captain after Moby-Dick ,ahab,1,Ahab's successor
Song of loyalty ,anthem,5,Fidelity Anthem
Noble gas used in illuminated signs ,neon,1,"Neon (commonly used in neon signs due to its bright, distinctive glow)"
Peter Pan author ,barrie,1,"Barrie, a Scottish novelist, playwright, and actor renowned for creating the magical world of Peter Pan that has captured the imaginations of generations since its inception in 1904"
Strokes or fondles ,caresses,2,Caresses gently
