CLUE,ANS,POS,FOUND IN
Party - hit,bash,1,Birthday bash
Agra tourist attraction ,taj mahal,1,"Taj Mahal - a symbol of love, built by Emperor Shah Jahan for his wife Mumtaz Mahal."
Two times ,twice,3,Paid twice
Self-satisfied ,smug,12,Smug satisfaction
Escort ,due,18,Assistance provider (for those needing help with tasks due to disability or other reasons)
Qualified - expert ,able,7,"Authority figure renowned for their extensive knowledge, ability to solve complex problems, and reliable guidance in their industry or profession"
Automatic machine ,robot,6,Robotic system
Desiccating ,drying,1,Drying out
Knickers,drawers,1,Drawers for undergarments
Book series by John Galsworthy ,the forsyte saga,1,"The Forsyte Saga: A four-volume novel series that follows the lives of the wealthy, aristocratic Forsyte family from their early Victorian beginnings to the end of the Edwardian era."
Lively Parisian dance ,cancan,3,Cancan (an energetic and lively Parisian dance known for its high kicks and tapping feet)
Elevate ,raise,9,"Raise (in the context of promoting something, like a discussion)"
Shoves ,pushes,1,Pushes forcefully with hands or arms
"Of one from Warsaw, say ",polish,2,Polish person
Brigham Young state ,utah,1,"Utah's Latter-day Prophet (referring to Brigham Young, the second president of The Church of Jesus Christ of Latter-Day Saints and founder of Salt Lake City in modern-day Utah)"
Patois ,dialect,4,Dialectical expressions
Hazel nut ,filbert,1,Filbert tree seed
Dark-red fruit ,plum,12,Black plum
