CLUE,ANS,POS
"Marlon --, US actor ",brando,1
Artist's black material ,charcoal,1
Great sea ,ocean,1
Main constituent of the air ,nitrogen,1
Greek aubergine-based dish,moussaka,1
It's now Sri Lanka ,ceylon,2
Unparalleled ,unique,1
Actor ,thespian,5
Scandinavian country ,norway,3
Part of the foot ,instep,5
Absolutely horizontal ,level,1
Blyton creation ,noddy,1
Of poor quality ,bad,2
Allotted portion ,share,4
Food intake regime ,diet,1
Lack of rainfall,drought,2
Adherent of Indian religion ,hindu,1
Set off,trigger,8
Middle Eastern market ,bazaar,1
Martial art ,karate,1
Make a hole in ,pierce,5
Word book ,thesaurus,4
