CLUE,ANS,POS
Storyline or piece of land ,plot,2
Arrogance ,hubris,1
Present in great quantity ,abundant,1
Sift ,sieve,8
Hatred ,enmity,10
Treeless plain ,steppe,1
Hyperbole,exaggeration,1
A bicycle made for two ,tandem,1
Hide menacingly ,lurk,1
Flat piece of ceramic,tile,4
Art of designing and making clocks ,horology,1
Place for public Jewish worship ,synagogue,1
Part of shirt ,collar,1
Entry into foreign country to conquer it ,invasion,1
Large wading bird ,ibis,5
Group of small boats ,flotilla,2
Sikh headgear ,turban,1
Complete set of genetic material of an organism ,genome,1
