CLUE,ANS,POS,FOUND IN
French impressionist painter ,renoir,2,Pierre-Auguste Renoir
Freshwater sea of Israel ,galilee,1,The Sea of Galilee
Strong wind ,gale,1,Gale-force
Mental picture; idol ,image,1,Iconic image
Reckoning of a debt or of votes ,tally,4,Tallying
Computer network ,internet,6,Internet Protocol Network (IPN)
Spanish city; orange type ,seville,1,"Seville (city in Spain, known for oranges)"
Pedantically find fault ,nitpick,1,Nitpicky
Cut of meat from the lower back and sides,loin,8,Sirloin tip
To a small degree ,slightly,1,Slightly hungry
