CLUE,ANS,POS
Dome-shaped Eskimo house,igloo,1
Responded ,answered,1
Lazy ,indolent,4
Day of rest ,sabbath,1
Inhabitant of Baghdad? ,iraqi,1
Large flat fish ,plaice,4
Expert in the science of matter and energy ,physicist,1
Airman ,aviator,4
Author ,writer,1
Modest and shy ,demure,9
Element with symbol B ,boron,1
Stone circle ,henge,2
It results from an allergic reaction to pollen ,hay fever,1
"A round pillar, or regular feature in newspaper ",column,1
Aquatic mammal ,otter,5
King of the fairies ,oberon,1
"Shortage, lack",dearth,5
"Emperor of Japan, 1901-1989",hirohito,1
Sibling ,brother,1
Stand-in ,deputy,8
Dismal ,gloomy,1
Able to read ,literate,1
Way-out person ,weirdo,10
Of the countryside ,rural,1
Mute ,silent,1
"Pablo -, Spanish artist ",picasso,1
Forebear ,ancestor,1
Egg-laying mammal ,platypus,1
Polaris ,north star,1
Philatelists study them ,stamps,1
Edible (part of) plant ,vegetable,2
Concur ,agree,1
Upholstery fabric ,chintz,3
