CLUE,ANS,POS,FOUND IN
Sanctimonious person,prig,18,Priggish
Of towns and cities ,urban,2,Urbanization
Satisfy (a requirement) ,fulfil,1,Fulfill
Golf ball support,tee,1,Tee - A small peg used to elevate a golf ball off the ground for the initial drive.
"Burning, corrosive ",caustic,16,Sodium hydroxide (NaOH - highly caustic and used as drain cleaner)
Very hot and dry ,torrid,11,Torrid - extremely hot and dry climatic conditions typically found in tropical regions.
Cul-de-sac,dead end,11,Deadend street - A street that ends at a dead end or does not connect to any other road.
Place in peril ,endanger,1,Endangered
"Prediction, of weather perhaps ",forecast,1,Forecasting
Birdsong ,tweet,6,"Tweet - The light, brief sounds that many small songbirds make when they sing or call to one another."
Novel by Louisa May Alcott ,little women,1,Little Women (novel's title)
At less than normal speed ,slowly,2,Laggard - A person who moves slowly or is behind others; tardy.
