CLUE,ANS,POS,FOUND IN
One hundredth of a yen ,sen,1,"Milliyen - A unit representing one-thousandth of a Japanese yen, not exactly one-hundredth but related to fractions of the yen."
Able to move ,mobile,1,Mobile - easily movable or capable of movement
Roman goddess of love ,venus,1,"Venus - The most prominent and widely known Roman goddess of love, beauty, sex, and fertility"
Temporary job for work experience ,placement,4,Work Placement
Acid used as disinfectant ,carbolic,19,"Carbolic acid (phenol-based, historically significant as a disinfectant and antiseptic agent)"
Abba member or tennis legend ,bjorn,16,"Bjorn Borg (tennis legend, no Abba member)"
Restaurant,cafe,5,"Cafe - A small restaurant offering light meals, coffee, tea, pastries or other beverages."
Open with a key,unlock,1,"Keyboard - Although primarily associated with computers, ""keyboard"" metaphorically starts with the idea of pressing keys or unlocking digital information."
Exclamation on making a mistake ,oops,1,Oops!
Hawaiian rain dance ,hula,1,Hula - A traditional Hawaiian dance often performed to accompany hula music and telling stories or legends.
"Evoke, draw out ",elicit,15,"Elicit - call or draw out a response, reply, or reaction."
Element discovered by the Curies ,radium,2,Radium (Ra) - Discovered in 1898 and became famous due to its radioactive properties.
Milk pudding ,tapioca,16,Tapioca pudding (made from tapioca starch which is often creamy in consistency)
