CLUE,ANS,POS
"Abode, home ",residence,2
Retail worker,shop assistant,4
Sense organ ,ear,2
Healing ointment ,balm,1
At the back of a ship,aft,1
The home of sherry ,jerez,1
Small silky-haired spaniel ,maltese,15
Fermenting grape juice ,must,15
Foolish ,asinine,2
Skip and dance ,caper,2
Glance over ,scan,1
Inn ,tavern,7
Imbibes,drinks,1
Meal ,repast,8
Use too much of ,overdo,3
Set of clothes ,outfit,1
Course to be taken by an aircraft ,vector,6
Testament or determination ,will,1
Female sheep ,ewe,1
Cinema attendant ,usher,2
Deuce ,two,1
Whisper,murmur,1
Row ,tier,9
Thatcher's PM decade ,eighties,2
Subdue by greater strength or numbers ,overpower,1
Mount ,climb,1
"Declare confidently, promise ",assure,7
Song of loyalty ,anthem,2
Noble gas used in illuminated signs ,neon,1
Peter Pan author ,barrie,2
Strokes or fondles ,caresses,5
