CLUE,ANS,POS
Force that produces rotation ,torque,1
"Brilliant, fantastic ",superb,3
Without equal,nonpareil,7
It used to be call a love-apple ,tomato,3
Spanish peninsula ,iberia,1
Hindu ascetic ,yogi,4
Bacteria ,germs,2
Lacking intellectual tastes,lowbrow,9
Substance sealed in container and released as fine spray ,aerosol,1
Just coming into existence ,nascent,3
Night birds ,owls,1
Affronted ,insulted,43
A landed estate ,demesne,3
Yield - gain,profit,13
Rigorous ,stringent,1
Fear ,terror,7
