CLUE,ANS,POS,FOUND IN
Pig ,hog,2,"Hogshead (historically, a cask for storing wine or ale but also associated with animal size)"
"Whisk, blend ",stir,2,Stir vigorously
Surprise police visit ,raid,1,Unexpected raid
James Bond likes his martini this way ,shaken,1,"In the novels and films, when ordering a martini, Bond consistently requests it ""shaken, not stirred,"" indicating his preference for how to prepare this particular cocktail."
Hand tool; proverb ,saw,4,Saw in one's teeth - An idiom meaning having some knowledge or skill that is useful but not necessarily perfect.
Pungent bulbs ,onions,7,Green onions (scallions)
Operated a vehicle ,drove,17,Drove off (as in driving away)
From Antarctica or the Arctic ,polar,2,"**From Antarctica or the Arctic**: POLAR - Relating to either of these regions, this adjective denotes the extreme cold conditions found there."
Patron saint who said 'Shoo!' to serpents ,patrick,1,"Patrick, the patron saint of Ireland"
Insurance payment,premium,2,Premium refund
Tropical water-lily ,lotus,3,"Lotus (although not a tropical lily, it's commonly associated with aquatic plants like the nymphaea and is found in similar habitats)"
"Eg, the Tate ",gallery,4,Painting Gallery
Intended ,meant,5,Meant to be something
