CLUE,ANS,POS,FOUND IN
Kill by piercing with a spear or sharp pole ,impale,8,Impalement
One who propitiates by concessions ,appeaser,17,Fainthearted appeaser
"Gas, O ",oxygen,15,"Oxygenates (compounds containing oxygen, often used as additives for gasoline to reduce emissions)"
Between Triassic and Cretaceous ,jurassic,1,Jurassic Transition
Room at the bottom ,basement,1,Basement dwelling
Miscellaneous ,mixed,17,Mixed collection
Evening service ,vesper,5,Vespers
Treat cruelly ,oppress,19,Viciously oppressed
Ocean ,sea,8,Seascape
Snare; carriage ,trap,1,Traditional trap
Having a common cultural tradition ,ethnic,9,Ethnic rituals
