CLUE,ANS,POS
"Reassurance, cheer ",encouragement,1
Take on ,adopt,2
Make uneasy or cause to be worried ,perturb,4
Place of worship ,chapel,20
Principal actor in a film ,star,6
Soon: in an abbreviated manner,shortly,4
Infuriating ,exasperating,3
Element in diamonds ,carbon,1
Set of beliefs ,credo,12
Peak,apex,5
Manner of walking ,gait,1
Distinct and discrete ,separate,1
"Curt, terse ",laconic,5
Rod used for punishment ,cane,2
Give rise to,engender,3
Unit of data ,byte,2
Small whirlpools ,eddies,1
Comfort ,ease,8
Ten year period ,decade,1
