CLUE,ANS,POS,FOUND IN
Leaves carved on a Corinthian column ,acanthus,1,Acanthus leaf design
Citizen of a former Soviet republic,kazakh,7,Kazakhstani
Pisa has a leaning one ,tower,1,Tilted tower
Between dawn and dusk ,daytime,1,Daytime hours
Something with independent existence ,entity,3,Independent entity
"Piece of wood, potato, or silicon",chip,4,Woodchip
Pudding ,dessert,2,Delightful dessert
Eyeglass ,monocle,6,Monocle (if referring to a single eyepiece)
Gamp ,umbrella,31,Umbrella man (slang term for a person carrying an umbrella often used in British English)
Intoxicating drink ,alcohol,1,Alcoholic
"Marlon --, US actor ",brando,11,Marlon Brando type (known for method acting)
Undoes a knot ,unties,13,Undoer (general term for an object that unties knots)
Great sea ,ocean,1,Oceanic
It's now Sri Lanka ,ceylon,19,Ceylon Times (historical newspaper of Sri Lanka before independence)
"Eartha --, US entertainer",kitt,14,"Amateur radio operator (as in ""Eartha Kitt, voice of space"")"
Absolutely horizontal ,level,3,Level ground
Blyton creation ,noddy,4,Noddy - A children's character created by Enid Blyton.
Allotted portion ,share,2,Pre-determined share
Food intake regime ,diet,1,Dietary habits
Lack of rainfall,drought,1,Drought-prone
Set off,trigger,2,Triggered
Fight between rival gangs of adolescents,rumble,9,Hood rumble
