CLUE,ANS,POS,FOUND IN
Listen to,hear,2,Hear out
Prepared ,ready,1,Ready-to-eat meals
Outcome ,issue,15,"Issue (as in children, which can be an outcome of a relationship)"
Perimeter ,circumference,4,Circumference (specifically of a circle)
Relevance ,pertinence,1,"However, considering that ""relevance"" can have multiple meanings in different contexts (significance, pertinence), here are some possible interpretations:"
Residue of a fire ,ash,1,Ashes
Trojan hero,hector,2,Hector (The greatest warrior of Troy)
Blow - gentle touch - apoplexy ,stroke,1,"The solution here would likely involve irony, as neither blow nor touch is typically gentle in relation to a stroke"
Slangily cheat with wood-working tool ,chisel,3,Chisel shimmy (slightly cheating by using chisel incorrectly)
In a position to ,able,2,Present (as in 'immediately available')
