CLUE,ANS,POS
Cultivated plot of ground ,garden,11
Welsh dog ,corgi,2
Waterway ,canal,4
Monkey - factor in blood ,rhesus,1
Chaser of criminals for reward ,bounty hunter,1
Bring to a close ,end,3
Type of savoury tart ,quiche,1
Head of US company - tried pens (anag) ,president,1
Vocalist ,singer,1
Job ,occupation,7
Act imposed for sin ,penance,2
"Go regularly to, church perhaps ",attend,1
Fully functional ,up and running,8
Perceive,notice,3
"Put down, degrade (6). ",demean,4
Ungenerous,stingy,1
Rotate ,spin,1
Rainwater channel,gutter,2
Of dogs,canine,1
"Hat, for a country-and-western singer perhaps",stetson,2
Reasoning ,logic,16
Power of creative thought ,imagination,2
End of day ,sunset,6
