CLUE,ANS,POS
Nature abhors one ,vacuum,1
Firm ,solid,1
"Keepsake, souvenir ",memento,1
Flower ,bloom,3
Make better ,improve,1
Many-coloured gem ,opal,2
Power to withstand hardship ,endurance,2
Arm joint,elbow,2
Imperial weight ,ounce,2
Very famous person ,legend,9
Thick liquid for skin ,lotion,2
Fungi ,mushrooms,1
Monetary unit ,dollar,1
Child's toy on a string ,yo-yo,2
Shielded ,sheltered,12
Hole (for shoelace) ,eyelet,2
Fight ,battle,3
Made ready (to fire) ,primed,3
Strain ,tension,1
Not sacred ,secular,2
Coral island ,atoll,1
Pilgrim Fathers' ship ,mayflower,1
