CLUE,ANS,POS
"Large, mainly Mongolian, desert",gobi,1
Adorn ,bedeck,5
Banish(ment),exile,1
Typo ,misprint,4
Fight ,struggle,5
Magician ,wizard,2
Authentic ,real,3
Fan out in ornamental water jet ,fountain,1
Leave ,depart,1
Light red colour ,cerise,9
Magic word ,abracadabra,1
Arab vessel with lateen sail ,dhow,1
"Fast river flows, white waters ",rapids,2
Of middling quality ,mediocre,2
Oliver Goldsmith wrote 'The . . . . . of Wakefield' ,vicar,1
Pursue quarry ,hunt,2
Whole and complete ,entire,1
Permit,allow,1
"Fidel . . . . . ., Cuban chief ",castro,1
