CLUE,ANS,POS,FOUND IN
Supply food ,cater,7,Catering
Divided peninsula ,korea,1,Sino-Korean Peninsula
Make young again ,rejuvenate,1,Rejuvenated
Corkscrew shape ,spiral,2,Twisted spiral
Distinguish oneself -- XL ,excel,7,Exemplify excellence
Uppermost point ,apex,5,Apex degree
Implements ,tools,19,Employs tools/technology
Interfere ,meddle,5,Meddle with
"Showy, worthless trinket ",gewgaw,11,Pretentious gewgaw
Hole for e.g. coin ,slot,12,Safe deposit box slot
Hearing attentively ,listening,1,Listening carefully
Met with frequently ,common,7,Commonplace encounters
Reddish-brown,chestnut,16,Chestnut color
