CLUE,ANS,POS
Charge with crime ,indict,2
Evil-smelling animal of N America ,skunk,2
Money bag ,purse,3
Cold dish ,salad,4
Smuggled goods,contraband,2
Barrier of stakes and timbers ,stockade,3
Savoury jelly ,aspic,52
Not harsh or violent ,gentle,2
Made bigger ,enlarged,3
Vase with handles ,urn,2
Deciduous tree ,poplar,12
Garden pest ,aphid,2
Draw in (with mouth) ,suck,3
A brief or casual look ,glance,2
Domestic cattle ,oxen,3
Period of rule ,reign,4
Appointments ,dates,5
Charged particle,ion,10
