CLUE,ANS,POS,FOUND IN
Charge with crime ,indict,3,Indicted
Go ahead; element ,lead,19,Lead the way
Cold dish ,salad,1,Chilled salad
Onlookers ,audience,5,Audiences
Fascinated ,interested,11,Enthusiastically interested
From end to end ,through,14,Throughout the duration
Belgian surreal painter ,magritte,1,René Magritte
Garden pest ,aphid,1,Aphids
Thread or tall tale ,yarn,4,Yarn spinner
Weirdly funny ,wacky,20,"Wacky, funny oddities"
Harvests ,crops,1,Yielding crops
Charged particle,ion,2,Ionized
