CLUE,ANS,POS
South Pacific member of the Commonwealth ,fiji,1
Small in length ,short,2
Impractically idealistic,quixotic,7
Moved smoothly ,slid,2
Instinctive ,intuitive,7
That which is aimed at ,target,1
"'Jeers, provokes (6)' ",taunts,6
Mediocre ,average,1
Peculiar in behaviour ,quirky,1
Conflict ,strife,5
Flax fabric ,linen,1
University teacher ,lecturer,2
Organic matter in topsoil ,humus,2
Eraser in bridge ,rubber,1
Cigarette butt,fag end,6
Guffaw ,laugh,1
Time for relaxing ,leisure,7
Pull a face ,grimace,2
Parisian tower designer ,eiffel,1
Yield ,cede,5
One in loco parentis ,guardian,1
"Career, calling ",vocation,4
