CLUE,ANS,POS
Farthest - to the highest degree,extreme,8
Cylindrical container ,canister,9
Vagrant ,hobo,8
Not sorry,unapologetic,8
Conceited ,vain,6
Arab leader,sheikh,7
Medical treatment ,therapy,1
Theft ,larceny,3
Soundless ,silent,1
County of southern England ,dorset,2
Supposed loch monster ,nessie,2
Family member by marriage ,brother-in-law,1
Bold and daring ,audacious,1
Andalusian gypsy music ,flamenco,1
Licentious - dissolute ,immoral,10
Masticated ,chewed,1
"Attentive, watchful ",alert,4
Astronomical angle -- ,azimuth,5
Turning machine ,lathe,5
Old sailors' dance,hornpipe,2
Barred enclosure for animals ,cage,2
Room ,chamber,3
"Canted, angled ",tilted,1
Civilian soldiery ,militia,3
Great Greek author of the Odyssey ,homer,1
Grill for outdoor cooking ,barbecue,1
Large marsupial ,kangaroo,1
Out of the ordinary ,unusual,14
The Red Planet ,mars,1
