CLUE,ANS,POS
"Disclose, make known",reveal,1
Helical shape ,spiral,1
Rub out ,erase,1
Causing death ,lethal,3
Ruler ,king,1
Cultivate ,nurture,1
Spooky ,eerie,1
Loud harsh cry as of parrot or chicken ,squawk,1
Diminutive inhabitant of Hundred Acre Wood ,roo,8
Secret political clique ,cabal,1
Sidewalk ,pavement,1
Prize ,trophy,12
Plant with edible stalks ,celery,3
Hoist; wading bird ,crane,8
Accumulate ,hoard,6
Small hard growth on skin,wart,2
Matrix; arrange ,array,4
Representations or reflections ,images,1
Not favoured by chance ,unlucky,1
Form of water ,steam,16
Aubergine ,eggplant,1
Stone worker ,mason,1
"Eg, arras, Gobelin ",tapestry,1
Old Nick ,satan,2
Extent of something's outer part,surface area,12
