CLUE,ANS,POS,FOUND IN
Small barrels as for beer ,kegs,1,Pint kegs
Arch used in croquet ,hoop,3,Croquet hoop
Standard of perfection ,ideal,8,Idealistic
Coniferous tree ,larch,6,"Larch (although it's deciduous, some species can be considered coniferous in certain contexts)"
Salt water expanse,ocean,1,Oceanic vastness
Stingy ,mean,3,Mean about money
Incendiarism ,arson,2,Arsonist
Detailed examination ,analysis,1,Thorough analysis
Precipitous ,steep,1,Steep incline
Shout of approval,bravo,16,"Shout ""Bravo!"" to indicate praise, especially after a performance or achievement."
Unconscious state ,coma,2,Comatose
