CLUE,ANS,POS,FOUND IN
Abstemious ,sober,13,Sober in appetite
Open ,unseal,6,Unsealed
Land covered with trees ,forest,1,Forested
Desiring or being short of ,wanting,10,Wanting additional amounts of
- May Alcott; author ,louisa,11,"Orphan advocate (Louisa's father, Bronson Alcott was an orphan educator)"
Bay State ,massachusetts,1,Massachusetts origin
Not achieving one's aim ,unsuccessful,8,Unsuccessful attempt
Porous fibres for soaking up ,sponge,2,Sponge-like material
"_____-Korsakov, Russian composer (1844-1908)",rimsky,7,Rimsky-Korsakov-tuned
"Author of Our Mutual Friend, d. 1870",dickens,1,Charles Dickens
Tanned skin ,leather,10,Tanned leather (as a metapayer for the effect of tanning on human skin)
Cleaner - TV programme,soap,3,Sudsy soaps
Cheerfully optimistic ,sanguine,15,Sanguinely cheerful
Suffocation ,asphyxia,2,Asphyxiated
Words said to a sneezer ,bless you,1,Bless you!
Insurgent ,rebel,1,Rebellious
Materialise ,appear,2,Appear suddenly
Localised death of cells ,gangrene,5,Gangrene (specific type)
