CLUE,ANS,POS,FOUND IN
Ravine ,canyon,4,Narrow canyon carved by erosion
Cab ,taxi,1,Taxicab
Scent bag - shampoo envelope,sachet,9,Fragrance-filled sachet
Dot-dash signalling ,morse code,1,"Morse code: A communication system using dots (short signals) and dashes (long signals) to encode messages, often used in long-distance telegraphy or signaling between ships at sea."
Noise caused by electrical interference ,static,14,Electrostatic discharge crackle
Small ingenious device ,gadget,1,Pocket-sized gadget
Shoe with a canvas upper ,espadrille,7,Espadrille (canvas construction)
Constantly changing ,dynamic,6,Dynamic and mutable
Boxer who leads with the right hand ,southpaw,4,Southpaw counterpart
Country and porcelain ,china,1,"China: Known for its rich history in producing exquisite porcelain, the country has been a global leader in this art form since ancient times."
Don't take the rubbish ,refuse,3,Refuse garbage disposal
Science of soil and crops ,agronomy,1,Agronomy: The science of soil management and crop production
Material worn knotted round throat,necktie,2,Knotted necktie
Illustration on special paper in a book ,plate,17,Bookplate design
The Garden of Eden ,paradise,1,"Paradise lost: Refers to the idyllic state or place before a fall or downfall, as in the Biblical narrative of Adam and Eve's expulsion from Eden due to their disobedience."
