CLUE,ANS,POS,FOUND IN
Turning point ,pivot,1,Pivotal moment
Very hot; making bread ,baking,7,Baking conditions
Band of contrasting colour ,stripe,2,Striped
"Adulterated, tainted ",impure,11,Impure substance
American Indian people ,nation,3,First Nations
Paterfamilias ,patriarch,2,Family patriarch
Sure ,certain,1,Certainly
Proper; owed ,due,1,Deservedly due
In this time ,now,5,Nowadayer
Dispossess ,deprive,1,Deprived
Plant; instrument ,viola,17,"Viola d'amore (a historical string instrument, no direct relation but evokes natural beauty in its name)"
