CLUE,ANS,POS
Picture dyed into the skin ,tattoo,1
Very light gas ,helium,3
Conference participant ,attendee,2
Make certain ,ensure,2
Select ,pick,6
Noise caused by electrical interference ,static,13
Small ingenious device ,gadget,6
"Ballroom dance, originally from Germany",waltz,2
Country and porcelain ,china,1
Don't take the rubbish ,refuse,12
Winter sport where stones are slid towards a target,curling,1
Kingdom,monarchy,18
"Roman Emperor, d. 117",trajan,6
The Garden of Eden ,paradise,2
Oneness,unity,1
