CLUE,ANS,POS
Public dispute,controversy,4
Cowboys' contest ,rodeo,1
Seawater ,brine,3
Be worthy of,deserve,1
Lacking knowledge or awareness ,ignorant,1
Large wine bottle ,magnum,1
Gift ,donation,7
String of beads ,necklace,2
It's used in jam-making ,pectin,12
Agitated ,excited,1
SW county town ,exeter,1
Period ,era,3
Certificate ,diploma,1
"Rural, countrified ",rustic,4
Collected in one place ,assembled,2
Study of human and animal behaviour ,psychology,1
Not paid at the scheduled time ,overdue,1
Fastener; propeller ,screw,13
Large spoon ,ladle,2
Member of a Bantu people living in Zimbabwe ,shona,1
Repository for objects of historical interest ,museum,1
Annual ,yearly,1
"Flashes, sparkles ",twinkles,1
"Another name for Dionysus, Greek god of drink ",bacchus,1
