CLUE,ANS,OUTPUT
"Benign, innocuous ",harmless,"['Amenable', 'Assiduous', 'Benevolent', 'Clamor', 'Compassionate', 'Delicate', 'Ephemeral', 'Farsighted', 'Gentle', 'Humane', 'Innocuous', 'Inscrutable', 'Latent', 'Majestic', 'Obedient', 'Pleasing', 'Prudent', 'Resplendent', 'Serenity', 'Solitary']"
Navigable waterway ,ship canal,"['River', 'Canal', 'Stream', 'Creek', 'Riverbed', 'Streambed', 'Lake', 'Pond', 'Bay', 'Harbor', 'Port', 'Estuary', 'River port', 'Canal port', 'Navigable channel', 'Navigable route', 'Waterway', 'Navigable path', 'Watercourse', 'Navigable road']"
Row with two oars,scull,"['Kayak', 'Dory', 'Raft', 'Canoe', 'Vessel', 'Dredge', 'Kayak boat', 'Canoe boat', 'Rowboat', 'Cutter', 'Tugboat', 'Schooner', 'Flatsboat', 'Kayak racing', 'Kayak racing', 'Canoeing', 'Boating', 'Boating club', 'Watercraft', 'Boats']"
On the exterior ,outside,"['Edge', 'Rim', 'Siding', 'Curb', 'Mortar', 'Brick', 'Pane', 'Shutter', 'Frame', 'Plaster', 'Mortar', 'Siding', 'Fence', 'Pathway', 'Gate', 'Porch', 'Balcony', 'Balcony', 'Porch', 'Deck']"
"Unkempt, disreputable child",ragamuffin,"['delinquent', 'outcast', 'vagrant', 'urchin', 'ruffian', 'hobo', 'derelict', 'scoundrel', 'ruffneck', 'hoodlum', 'delinquent', 'loafer', 'scrap', 'ruffian', 'runaway', 'vagabond', 'scoundrel', 'rogue', 'delinquent', 'orphan']"
Secretly follow ,tail,"['Abide', 'Conceal', 'Conceit', 'Disguise', 'Hide', 'Instigate', 'Obscure', 'Obsess', 'Plot', 'Predestine', 'Squander', 'Stealthily', 'Tread carefully', 'Veil', 'Veil off', 'Whisper', 'Concealment', 'Obfuscate', 'Obfuscate', 'Circumspect']"
Crime ,treason,"['Crime', 'Robbery', 'Burglary', 'Vandalism', 'Fraud', 'Theft', 'Misconduct', 'Malice', 'Conspiracy', 'Murder', 'Drug trafficking', 'Prostitution', 'Gambling', 'Arson', 'Assault', 'Battery', 'Rape', 'Homicide', 'Vandalism', 'Robbery']"
Begin ,commence,"['Begin', 'Begining', 'Beginnings', 'Beginnings', 'Begins', 'Began', 'Beginning', 'Beganst', 'Beginnings', 'Begining', 'Beginnings', 'Beginnings', 'Beginnings', 'Beginning', 'Beginnings', 'Beginnings', 'Beginningly', 'Beginnings', 'Beginningselves', 'Beginnings']"
Tennis bat ,racquet,"['Bat', 'Club', 'Paddle', 'Racket', 'Griddle', 'Shaft', 'Striker', 'Paddle', 'Lacrosse stick', 'Baseball bat', 'Golf club', 'Cricket bat', 'Badminton paddle', 'Squash racket', 'Hockey stick', 'Softball bat', 'Fencing sabre', 'Pickleball paddle', 'Lawn tennis racket', 'Badminton mallet']"
Furthest inward ,inmost,"['Abyss', 'Edge', 'Fringe', 'Gap', 'Horizon', 'Inscape', 'Margin', 'Nebula', 'Obscure', 'Perimeter', 'Ridge', 'Rim', 'Ridgeway', 'Scar', 'Veil', 'Wilderness', 'Wilderness', 'Wilderness', 'Wilderness', 'Wilderness']"
Exploring underground spaces ,caving,"['Cave', 'Chamber', 'Mine', 'Tunnel', 'Underground', 'Shaft', 'Tunnel', 'Passage', 'Grotto', 'Cave-in', 'Subway', 'Mine shaft', 'Chamber network', 'Underground chamber', 'Hidden chamber', 'Underground city', 'Cave city', 'Cave system', 'Cave dwelling', 'Caves']"
"Different, diverse ",varied,"['Different', 'Diverse', 'Differently', 'Divergent', 'Heterogeneous', 'Heterodoxy', 'Heterogenous', 'Heteronymous', 'Heteropolar', 'Heterotypic', 'Heterragious', 'Hetersexual', 'Hetertomorphic', 'Heterotrophic', 'Heteroplasmic', 'Heterochemical', 'Heterosomatic', 'Heterotypic', 'Heterogeneous', 'Hetervariant']"
Inflamed swelling ,boil,"['Edema', 'Inflammation', 'Contusion', 'Scar', 'Hematoma', 'Abscess', 'Ulcer', 'Wound', 'Arthritis', 'Fibrosis', 'Ecchymosis', 'Erythema', 'Mastitis', 'Arthritis', 'Erythema', 'Ecchymosis', 'Hematoma', 'Wound', 'Abscess', 'Scar']"
