CLUE,ANS,POS
Kingdom ,realm,5
Treeless Arctic region ,tundra,1
Escape route ,egress,1
Someone living off plunder,freebooter,18
Equipped with weapons ,armed,1
Capable to be read ,legible,3
Temporary period of quiet ,lull,9
Indian city ,delhi,2
"Strength, vitality ",energy,5
Seafarer ,mariner,3
He's the one owed the money ,creditor,10
Mad dog disease ,rabies,2
Liable to sulking,moody,10
Find - remnant of something,trace,6
Skull ,cranium,1
Gala ,carnival,19
Relating to vision ,optic,2
Ideal ,optimal,3
Style popular in the 1920s and '30s ,art deco,3
Vertical parts of stairs ,risers,1
Ramshackle ,dilapidated,4
Disastrous ,catastrophic,1
(Of duck) moving bill in water while feeding ,dabbling,2
Objectives ,aims,2
Five-cent coin (US) ,nickel,1
Cheese,camembert,7
Word for word ,verbatim,5
Actor with non-speaking role ,extra,1
Tempting ,enticing,6
"Settled, found a solution ",resolved,1
Small stone ,pebble,1
Science of speech sounds,phonetics,1
Walk arrogantly ,swagger,1
American region of religious fundamentalism ,bible belt,1
Animal with a sting in its tail ,scorpion,1
Dispensary ,pharmacy,1
Very strong wind ,gale,4
Clarified butter used in Indian cooking ,ghee,1
Cited ,quoted,2
Gem weight unit,carat,1
